Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
B0TGS4,['2.7.7.6'],No EC number found,False,False,No EC number found
Q6ANM7,['1.6.5.11'],No EC number found,False,False,No EC number found
O52951,['2.7.1.21'],2.7.1.21,True,True,2
P42517,['5.4.99.5'],No EC number found,False,False,No EC number found
Q3SWF2,['3.6.1.31'],No EC number found,False,False,No EC number found
O84022,['6.1.1.5'],No EC number found,False,False,No EC number found
Q67KH8,['2.4.2.-'],No EC number found,False,False,No EC number found
Q1QVQ9,['2.4.2.7'],No EC number found,False,False,No EC number found
P04071,['3.4.21.54'],No EC number found,False,False,No EC number found
Q9S7T9,['4.1.1.50'],No EC number found,False,False,No EC number found
P9WNG0,['1.14.13.-'],No EC number found,False,False,No EC number found
Q96520,['1.11.1.7'],No EC number found,False,False,No EC number found
Q16518,['3.1.1.64'],No EC number found,False,False,No EC number found
P27000,['6.1.1.17'],No EC number found,False,False,No EC number found
Q9BTZ2,['1.1.1.184'],No EC number found,False,False,No EC number found
Q8KG70,['2.1.1.-'],No EC number found,False,False,No EC number found
P64232,['2.1.1.74'],No EC number found,False,False,No EC number found
P57374,['1.17.7.3'],No EC number found,False,False,No EC number found
Q9SZL4,['2.3.2.27'],No EC number found,False,False,No EC number found
P37548,['3.4.-.-'],No EC number found,False,False,No EC number found
Q1IX16,['2.5.1.3'],No EC number found,False,False,No EC number found
Q8VQ25,['3.4.24.-'],No EC number found,False,False,No EC number found
P57702,['2.7.1.25'],No EC number found,False,False,No EC number found
Q168P4,['3.5.4.16'],No EC number found,False,False,No EC number found
O26663,['6.2.1.5'],No EC number found,False,False,No EC number found
Q834W6,['5.1.1.-'],No EC number found,False,False,No EC number found
Q8ZGJ9,['5.3.1.6'],No EC number found,False,False,No EC number found
O31498,['6.5.1.2'],No EC number found,False,False,No EC number found
Q96ZD9,['6.3.4.20'],6.3.4.20,True,True,6
Q017T9,['6.3.4.4'],No EC number found,False,False,No EC number found
Q7M764,['3.4.19.12'],No EC number found,False,False,No EC number found
B1KNS7,['6.3.4.19'],No EC number found,False,False,No EC number found
Q8A8S8,['2.3.1.181'],No EC number found,False,False,No EC number found
B0TYS6,['2.4.99.17'],No EC number found,False,False,No EC number found
O97067,['3.1.1.29'],No EC number found,False,False,No EC number found
P50198,['1.1.1.-'],No EC number found,False,False,No EC number found
A5WBP5,['2.7.4.9'],No EC number found,False,False,No EC number found
B6K4Q2,['5.3.1.23'],No EC number found,False,False,No EC number found
Q9RKC6,['3.6.3.-'],No EC number found,False,False,No EC number found
B0G0Y8,['3.1.4.35'],3.1.4.-,False,True,3
P21558,['5.99.1.3'],No EC number found,False,False,No EC number found
Q6ALW0,['2.4.1.182'],No EC number found,False,False,No EC number found
A5EVQ4,['2.1.3.-'],No EC number found,False,False,No EC number found
P52559,['6.3.4.18'],No EC number found,False,False,No EC number found
A8ZRV0,['5.1.1.1'],No EC number found,False,False,No EC number found
Q9X895,['6.1.1.6'],No EC number found,False,False,No EC number found
Q89SC2,['1.3.3.3'],No EC number found,False,False,No EC number found
Q1D225,['3.1.1.61'],No EC number found,False,False,No EC number found
P29320,['2.7.10.1'],No EC number found,False,False,No EC number found
P13398,['3.5.2.12'],No EC number found,False,False,No EC number found
Q9ZC86,['1.3.3.3'],No EC number found,False,False,No EC number found
B0JNU3,['2.7.7.6'],No EC number found,False,False,No EC number found
Q2S1Z2,['4.2.1.20'],No EC number found,False,False,No EC number found
B2UN91,['6.1.1.17'],No EC number found,False,False,No EC number found
Q9Y6S9,['2.7.11.1'],No EC number found,False,False,No EC number found
P12275,['2.3.1.5'],No EC number found,False,False,No EC number found
Q5PXQ6,['1.13.11.37'],No EC number found,False,False,No EC number found
B0R806,['6.1.1.20'],No EC number found,False,False,No EC number found
B2II88,['2.7.4.6'],No EC number found,False,False,No EC number found
A8MH31,['6.3.2.13'],No EC number found,False,False,No EC number found
Q2VYZ1,['6.1.1.20'],No EC number found,False,False,No EC number found
Q9C566,['5.2.1.8'],No EC number found,False,False,No EC number found
P40288,['1.1.1.47'],No EC number found,False,False,No EC number found
P16621,['3.1.3.48'],No EC number found,False,False,No EC number found
Q3A6G9,['3.2.2.-'],3.2.2.-,True,True,3
P70665,['3.1.1.53'],No EC number found,False,False,No EC number found
P32277,['6.5.1.3'],No EC number found,False,False,No EC number found
Q96EG1,['3.1.6.-'],No EC number found,False,False,No EC number found
F4INA9,['3.6.4.12'],No EC number found,False,False,No EC number found
Q9S2T7,['4.1.3.-'],No EC number found,False,False,No EC number found
C6BUS3,['1.1.1.25'],No EC number found,False,False,No EC number found
P52086,['3.1.3.73'],No EC number found,False,False,No EC number found
P59056,['6.1.1.20'],No EC number found,False,False,No EC number found
P08763,['2.1.1.72'],No EC number found,False,False,No EC number found
B5ZAV3,['6.5.1.2'],No EC number found,False,False,No EC number found
Q2G1C2,['2.7.8.14'],No EC number found,False,False,No EC number found
O83477,['2.1.1.33'],No EC number found,False,False,No EC number found
Q54EY4,['2.7.11.1'],No EC number found,False,False,No EC number found
P12655,['2.7.1.-'],No EC number found,False,False,No EC number found
P28475,['1.1.1.200'],No EC number found,False,False,No EC number found
Q4WJM6,['5.2.1.8'],No EC number found,False,False,No EC number found
P51511,['3.4.24.-'],No EC number found,False,False,No EC number found
Q1ZXA4,['1.14.-.-'],1.14.14.1,False,True,1
P0CQ03,['5.2.1.8'],No EC number found,False,False,No EC number found
Q5V464,['4.2.1.148'],No EC number found,False,False,No EC number found
B3QZM3,['3.1.1.29'],No EC number found,False,False,No EC number found
O67031,['3.6.4.-'],No EC number found,False,False,No EC number found
B8ZS79,['4.99.1.1'],No EC number found,False,False,No EC number found
A0QX65,['2.3.1.47'],No EC number found,False,False,No EC number found
Q9XA16,['2.7.11.1'],No EC number found,False,False,No EC number found
Q5ZHX7,['1.6.2.2'],No EC number found,False,False,No EC number found
Q9KQ83,['2.1.1.298'],No EC number found,False,False,No EC number found
Q9I5U4,['1.1.1.262'],No EC number found,False,False,No EC number found
O67644,['3.1.26.4'],3.1.26.4,True,True,3
F4HTM3,['3.2.1.106'],No EC number found,False,False,No EC number found
B0S139,['3.5.1.88'],No EC number found,False,False,No EC number found
Q2S3D8,['4.6.1.17'],No EC number found,False,False,No EC number found
Q834W6,['5.1.1.-'],No EC number found,False,False,No EC number found
Q9KQW9,['3.6.3.-'],No EC number found,False,False,No EC number found
P27907,['3.2.1.18'],No EC number found,False,False,No EC number found
Q9PQI5,['3.1.21.2'],No EC number found,False,False,No EC number found
Q9I6B3,['2.1.1.33'],No EC number found,False,False,No EC number found
Q97EF3,['4.1.1.48'],No EC number found,False,False,No EC number found
Q5UR22,['3.6.4.13'],No EC number found,False,False,No EC number found
Q0WT40,['2.4.1.-'],No EC number found,False,False,No EC number found
P06018,['2.3.1.-'],No EC number found,False,False,No EC number found
Q86AD7,['2.7.11.18'],No EC number found,False,False,No EC number found
A7I9P9,['1.3.7.11'],No EC number found,False,False,No EC number found
Q9ZSY9,['4.2.99.-'],No EC number found,False,False,No EC number found
Q9LS95,['2.7.11.1'],No EC number found,False,False,No EC number found
O07550,['3.6.3.-'],No EC number found,False,False,No EC number found
Q02834,['3.2.1.18'],No EC number found,False,False,No EC number found
B3QQ83,['4.2.1.96'],No EC number found,False,False,No EC number found
Q8TPD6,['2.7.7.77'],No EC number found,False,False,No EC number found
P02788,['3.4.21.-'],No EC number found,False,False,No EC number found
Q6FJK6,['3.1.-.-'],3.1.-.-,True,True,3
Q6AF73,['4.1.3.-'],No EC number found,False,False,No EC number found
Q6ZH94,['4.2.3.25'],No EC number found,False,False,No EC number found
G9EZR6,['1.1.1.-'],No EC number found,False,False,No EC number found
Q8PX04,['5.4.2.12'],No EC number found,False,False,No EC number found
B8FL28,['5.3.1.6'],No EC number found,False,False,No EC number found
O31559,['2.3.-.-'],No EC number found,False,False,No EC number found
O52071,['3.4.24.-'],No EC number found,False,False,No EC number found
Q05064,['5.4.99.2'],No EC number found,False,False,No EC number found
Q9HJT5,['5.3.1.6'],No EC number found,False,False,No EC number found
Q2FK71,['4.2.1.126'],No EC number found,False,False,No EC number found
O74549,['6.3.2.-'],No EC number found,False,False,No EC number found
Q2IL01,['1.6.5.11'],No EC number found,False,False,No EC number found
Q753C1,['2.4.1.-'],No EC number found,False,False,No EC number found
Q9PR37,['3.6.3.31'],No EC number found,False,False,No EC number found
P43685,['3.4.21.-'],No EC number found,False,False,No EC number found
A4FV42,['2.1.1.-'],No EC number found,False,False,No EC number found
A9BE20,['2.3.1.181'],No EC number found,False,False,No EC number found
A9WIJ8,['2.7.1.23'],No EC number found,False,False,No EC number found
P36871,['5.4.2.2'],No EC number found,False,False,No EC number found
Q6FS81,['5.4.99.43'],5.4.99.43,True,True,5
Q9Y2R4,['3.6.4.13'],No EC number found,False,False,No EC number found
Q62240,['1.14.11.-'],No EC number found,False,False,No EC number found
P21656,['6.1.1.2'],No EC number found,False,False,No EC number found
Q05584,['3.1.2.6'],No EC number found,False,False,No EC number found
Q5S1S4,['4.2.1.1'],No EC number found,False,False,No EC number found
Q9XB61,['6.3.3.6'],No EC number found,False,False,No EC number found
A6UX30,['4.1.99.22'],No EC number found,False,False,No EC number found
Q93TU6,['3.7.1.18'],No EC number found,False,False,No EC number found
Q8VYC8,['2.3.2.27'],No EC number found,False,False,No EC number found
Q7UFW2,['3.1.1.96'],No EC number found,False,False,No EC number found
Q50744,['1.5.98.2'],No EC number found,False,False,No EC number found
Q12632,['2.4.1.16'],No EC number found,False,False,No EC number found
Q70DK5,['3.2.1.-'],No EC number found,False,False,No EC number found
Q8DGM2,['5.1.1.7'],No EC number found,False,False,No EC number found
Q5WDK7,['5.3.1.1'],No EC number found,False,False,No EC number found
Q6C3E0,['6.3.1.2'],No EC number found,False,False,No EC number found
A1RV79,['1.2.1.59'],No EC number found,False,False,No EC number found
Q02940,['3.5.2.6'],No EC number found,False,False,No EC number found
Q8D1V0,['6.3.5.2'],No EC number found,False,False,No EC number found
Q9Z8I2,['6.1.1.1'],No EC number found,False,False,No EC number found
P32960,['5.1.1.-'],No EC number found,False,False,No EC number found
P42085,['2.4.2.22'],No EC number found,False,False,No EC number found
A5FEC6,['1.2.1.38'],No EC number found,False,False,No EC number found
P17978,['4.2.99.-'],No EC number found,False,False,No EC number found
Q9ZHI2,['2.3.1.-'],No EC number found,False,False,No EC number found
Q8D1V0,['6.3.5.2'],No EC number found,False,False,No EC number found
Q80UG1,['1.14.19.-'],No EC number found,False,False,No EC number found
B2A5S2,['5.3.1.23'],No EC number found,False,False,No EC number found
Q9N5R0,['3.4.24.21'],No EC number found,False,False,No EC number found
Q6R7H4,['1.17.4.1'],1.17.4.1,True,True,1
A8F4X1,['2.4.1.227'],2.4.1.227,True,True,2
A3LUT4,['3.4.24.59'],No EC number found,False,False,No EC number found
A6TS61,['2.4.1.227'],No EC number found,False,False,No EC number found
P00936,['4.6.1.1'],No EC number found,False,False,No EC number found
Q9ZU95,['3.6.1.-'],No EC number found,False,False,No EC number found
Q9KT67,['2.7.1.48'],No EC number found,False,False,No EC number found
Q74N90,['2.4.2.48'],No EC number found,False,False,No EC number found
Q9SEV0,['1.3.1.77'],No EC number found,False,False,No EC number found
P62467,['3.6.1.27'],No EC number found,False,False,No EC number found
P54922,['3.2.2.19'],No EC number found,False,False,No EC number found
O67988,['3.1.1.45'],No EC number found,False,False,No EC number found
D7DV18,['3.5.1.102'],No EC number found,False,False,No EC number found
Q7MHL9,['5.3.1.6'],No EC number found,False,False,No EC number found
Q9C835,['5.2.1.8'],No EC number found,False,False,No EC number found
A9HJ86,['5.3.1.1'],No EC number found,False,False,No EC number found
Q05064,['5.4.99.2'],No EC number found,False,False,No EC number found
Q09140,['2.4.1.-'],No EC number found,False,False,No EC number found
Q2JK96,['6.1.1.19'],No EC number found,False,False,No EC number found
A0LDB5,['4.3.3.7'],No EC number found,False,False,No EC number found
P22134,['3.2.2.21'],No EC number found,False,False,No EC number found
Q9WTP7,['2.7.4.10'],No EC number found,False,False,No EC number found
Q1IU89,['3.1.-.-'],No EC number found,False,False,No EC number found
Q1LX51,['2.7.10.2'],No EC number found,False,False,No EC number found
Q9KVM1,['2.5.1.61'],No EC number found,False,False,No EC number found
A9BIJ7,['6.1.1.9'],No EC number found,False,False,No EC number found
Q8LGI2,['1.-.-.-'],No EC number found,False,False,No EC number found
Q9CIS4,['3.5.1.47'],No EC number found,False,False,No EC number found
Q54UQ2,['5.4.2.2'],No EC number found,False,False,No EC number found
Q9HKB7,['4.1.2.4'],4.1.2.4,True,True,4
Q1IPL8,['6.-.-.-'],No EC number found,False,False,No EC number found
Q63ST1,['6.3.4.19'],No EC number found,False,False,No EC number found
A1S8S1,['2.8.4.3'],No EC number found,False,False,No EC number found
P41080,['5.99.1.3'],No EC number found,False,False,No EC number found
Q6FPI4,['2.3.2.27'],No EC number found,False,False,No EC number found
Q7URW4,['2.7.7.6'],No EC number found,False,False,No EC number found
Q00714,['1.14.-.-'],No EC number found,False,False,No EC number found
Q8PIM0,['3.1.21.7'],No EC number found,False,False,No EC number found
C7NCT6,['2.3.1.222'],No EC number found,False,False,No EC number found
Q21EP1,['6.3.2.2'],No EC number found,False,False,No EC number found
F4J6T7,['3.2.1.177'],No EC number found,False,False,No EC number found
C3K3Q8,['2.1.1.45'],No EC number found,False,False,No EC number found
P47345,['6.3.5.7'],No EC number found,False,False,No EC number found
P0AA41,['5.4.99.26'],No EC number found,False,False,No EC number found
Q2RN89,['2.7.1.24'],No EC number found,False,False,No EC number found
O94972,['2.3.2.27'],No EC number found,False,False,No EC number found
Q5BCC5,['4.2.1.1'],No EC number found,False,False,No EC number found
Q5HB98,['6.1.1.17'],No EC number found,False,False,No EC number found
Q6B940,['6.3.5.5'],No EC number found,False,False,No EC number found
Q21PU1,['2.7.7.87'],No EC number found,False,False,No EC number found
P0CP95,['5.2.1.8'],No EC number found,False,False,No EC number found
Q2FHU5,['1.14.99.48'],No EC number found,False,False,No EC number found
O25372,['6.3.5.-'],No EC number found,False,False,No EC number found
Q6MZM0,['1.-.-.-'],No EC number found,False,False,No EC number found
Q5LNR7,['6.1.1.5'],No EC number found,False,False,No EC number found
N1NVB7,['4.6.1.2'],No EC number found,False,False,No EC number found
Q980E8,['3.5.4.16'],No EC number found,False,False,No EC number found
Q47E74,['6.3.2.2'],No EC number found,False,False,No EC number found
H8L902,['6.3.1.12'],No EC number found,False,False,No EC number found
Q6MFA6,['3.1.22.4'],No EC number found,False,False,No EC number found
P67499,['2.1.1.33'],No EC number found,False,False,No EC number found
Q7NCY1,['4.1.1.11'],No EC number found,False,False,No EC number found
